issue_id,result_id,source_row_id,transaction_id,rule_id,issue_date,status,severity,issue_value,expected_value,issue_description
80933dd4-8fbc-4e8e-9d6f-526f011fd25a,dbc9846a-7024-40f8-b4a7-2beaac984103,30522,TRX030523,DQ-CN01,2025-10-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
17305834-53aa-4a29-9f68-8bf34f1701ca,dbc9846a-7024-40f8-b4a7-2beaac984103,37419,TRX037420,DQ-CN01,2025-10-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
b1efbbad-0a31-4065-a739-9cf6847a8409,dbc9846a-7024-40f8-b4a7-2beaac984103,38925,TRX038926,DQ-CN01,2025-10-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9d369de6-8306-4352-8439-8a2ecdae45e1,dbc9846a-7024-40f8-b4a7-2beaac984103,48801,TRX048802,DQ-CN01,2025-10-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0c379019-c6fb-4bec-aa35-141b27657989,dbc9846a-7024-40f8-b4a7-2beaac984103,51544,TRX051545,DQ-CN01,2025-10-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0ec09fe2-59d2-4781-a897-5aefc86892e9,dbc9846a-7024-40f8-b4a7-2beaac984103,71127,TRX071128,DQ-CN01,2025-10-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
872d8132-ff4d-4b7e-a940-5211cca9f9db,dbc9846a-7024-40f8-b4a7-2beaac984103,93606,TRX093607,DQ-CN01,2025-10-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
63f51218-fe3d-4749-bc15-9389f4622001,e4c8990d-9360-444e-b1f8-abedc81e0e6d,7409,TRX007410,DQ-CN01,2025-10-05,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d19482d1-2e57-4441-a9aa-c6d96f14c260,e4c8990d-9360-444e-b1f8-abedc81e0e6d,79307,TRX079308,DQ-CN01,2025-10-05,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
73bfdb40-39b2-4b70-8159-4a54a418ad18,e4c8990d-9360-444e-b1f8-abedc81e0e6d,80655,TRX080656,DQ-CN01,2025-10-05,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
36027884-e8c6-49de-9e26-cddeb4ff3354,e4c8990d-9360-444e-b1f8-abedc81e0e6d,85474,TRX085475,DQ-CN01,2025-10-05,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
68108275-af05-4123-906c-4f56999124d5,9fc5be3a-da35-4909-ad01-182831152e6d,37029,TRX037030,DQ-CN01,2025-10-06,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
57472f07-8893-4b08-b21f-318617d25d75,9fc5be3a-da35-4909-ad01-182831152e6d,52461,TRX052462,DQ-CN01,2025-10-06,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
faad8c58-2f9d-470c-934e-bfb6f321490e,4f9745b1-8e6b-4a00-9ded-386ca58926fc,5242,TRX005243,DQ-CN01,2025-10-07,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6ba7a35a-239f-46be-9595-9981c8318297,4f9745b1-8e6b-4a00-9ded-386ca58926fc,62824,TRX062825,DQ-CN01,2025-10-07,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0470fc19-2875-43e4-8adc-f64c70e92d33,4f9745b1-8e6b-4a00-9ded-386ca58926fc,78633,TRX078634,DQ-CN01,2025-10-07,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d0cccc7c-6e11-4915-822f-4b19ec9e40b5,917fe408-7212-46cf-9b0d-8cf0f34667e0,15254,TRX015255,DQ-CN01,2025-10-08,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
dc2a6e9f-205b-49bb-887a-aa3bc4dbecd0,917fe408-7212-46cf-9b0d-8cf0f34667e0,19816,TRX019817,DQ-CN01,2025-10-08,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
f55ac01a-3541-4d4f-8228-cc7ed0e2c95a,917fe408-7212-46cf-9b0d-8cf0f34667e0,38642,TRX038643,DQ-CN01,2025-10-08,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
45a955f0-b3b2-4c72-9ed7-18ac9364b3ee,917fe408-7212-46cf-9b0d-8cf0f34667e0,47367,TRX047368,DQ-CN01,2025-10-08,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
1b57cc51-b88d-4078-b482-518bc0d403d5,917fe408-7212-46cf-9b0d-8cf0f34667e0,49476,TRX049477,DQ-CN01,2025-10-08,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
4a4cd0eb-1fc3-48d5-aa4a-2f5dfef1c039,917fe408-7212-46cf-9b0d-8cf0f34667e0,68423,TRX068424,DQ-CN01,2025-10-08,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
903f8f78-36d4-4885-97f5-919cadcd5b19,dfb89f0b-23dd-4b27-9529-8bdc2c486208,97345,TRX097346,DQ-CN01,2025-10-09,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
73204945-8ac9-4899-82ca-25fae72f5084,3ba22e7e-9e64-4e92-a724-6472e14645a5,21174,TRX021175,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0a1cb299-3b99-4a4f-8757-ef49fd4d6eae,3ba22e7e-9e64-4e92-a724-6472e14645a5,22712,TRX022713,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
376b502a-7adf-4816-a9b9-a65d3220ee7c,3ba22e7e-9e64-4e92-a724-6472e14645a5,26060,TRX026061,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
472aecfd-2801-4464-b5e1-feee6fb3a4f9,3ba22e7e-9e64-4e92-a724-6472e14645a5,36993,TRX036994,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
50fa6f8e-a05d-4b30-9730-a804dd7696c6,3ba22e7e-9e64-4e92-a724-6472e14645a5,39249,TRX039250,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d5f08685-6cb8-4e1e-9536-f437937f5e62,3ba22e7e-9e64-4e92-a724-6472e14645a5,59776,TRX059777,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
c45ff7aa-a2c1-4771-ad43-4c6853621ba2,3ba22e7e-9e64-4e92-a724-6472e14645a5,63910,TRX063911,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
b56d7118-b1aa-4136-974f-e71d3dc2e2a5,3ba22e7e-9e64-4e92-a724-6472e14645a5,65283,TRX065284,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9ea7d4b8-cc68-4a33-8d69-5a3d6a204b6b,3ba22e7e-9e64-4e92-a724-6472e14645a5,84088,TRX084089,DQ-CN01,2025-10-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
93fbda31-5113-487b-b25a-2775d9bea89e,2559d602-f390-4e08-bd70-f8290d3d9847,58649,TRX058650,DQ-CN01,2025-10-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
1a00c732-db8e-49f6-83f8-f2dc1e0c3bdc,2559d602-f390-4e08-bd70-f8290d3d9847,74367,TRX074368,DQ-CN01,2025-10-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d15572fe-54b6-4537-9a48-785290343758,2559d602-f390-4e08-bd70-f8290d3d9847,97701,TRX097702,DQ-CN01,2025-10-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
bade25fb-c48d-40be-b6ed-8c8e472a5293,2761a1c6-60c7-47c0-8e9a-9c1b072ebca3,39546,TRX039547,DQ-CN01,2025-10-13,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
404f202b-9950-48f2-8f82-e17de4245c8f,2c5cdb6d-fad9-4064-973d-367dcf48e42e,18019,TRX018020,DQ-CN01,2025-10-14,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9624995f-38bf-42a1-a342-3a2f9b59d6a6,2c5cdb6d-fad9-4064-973d-367dcf48e42e,70739,TRX070740,DQ-CN01,2025-10-14,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
56315696-9062-4037-b24f-25f91af5c247,2c5cdb6d-fad9-4064-973d-367dcf48e42e,70847,TRX070848,DQ-CN01,2025-10-14,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
08bf6ae6-42ab-42c3-ad67-116d26ea15e9,e68297cb-d2a0-474f-bd34-1aeee50e7a8e,1457,TRX001458,DQ-CN01,2025-10-15,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
ca7f914f-e77e-4ba0-a778-e7454fea31f8,e68297cb-d2a0-474f-bd34-1aeee50e7a8e,18600,TRX018601,DQ-CN01,2025-10-15,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
3dc13d86-45a6-4721-81f5-1275a39ecbbc,e68297cb-d2a0-474f-bd34-1aeee50e7a8e,64864,TRX064865,DQ-CN01,2025-10-15,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0696c403-3652-4cd4-8cb5-7baf02e8513c,e68297cb-d2a0-474f-bd34-1aeee50e7a8e,66240,TRX066241,DQ-CN01,2025-10-15,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
087d0d23-9b1c-4ddc-a90d-88b3515520af,e68297cb-d2a0-474f-bd34-1aeee50e7a8e,81386,TRX081387,DQ-CN01,2025-10-15,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
e28442d2-2aa1-41c0-9f36-0fce8bec034c,1bc9eb7e-4978-4d81-8c3f-3ef5ef34031c,87945,TRX087946,DQ-CN01,2025-10-16,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6102a0fa-56ad-48b9-a5eb-9f6971970f34,1bc9eb7e-4978-4d81-8c3f-3ef5ef34031c,99471,TRX099472,DQ-CN01,2025-10-16,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
73d9b277-67d7-47db-a50b-7674bb160445,3b3f35c5-fb6a-4cca-b20f-598ae92a68fe,13646,TRX013647,DQ-CN01,2025-10-17,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9453cb10-84eb-4ad1-b469-c17ebaa88d5a,3b3f35c5-fb6a-4cca-b20f-598ae92a68fe,55463,TRX055464,DQ-CN01,2025-10-17,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
947715fa-ee8f-438e-bcd6-d665ea5505b9,3b3f35c5-fb6a-4cca-b20f-598ae92a68fe,61159,TRX061160,DQ-CN01,2025-10-17,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
873d9dd5-7322-4538-acbb-0dd071b49ba6,3b3f35c5-fb6a-4cca-b20f-598ae92a68fe,89466,TRX089467,DQ-CN01,2025-10-17,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
96a1097a-3cff-4233-870e-2c20046b42df,68203bf2-e39f-4d0a-8e28-65fdf476cb55,14067,TRX014068,DQ-CN01,2025-10-18,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
08348158-9e46-413d-ac21-a1f8744be468,68203bf2-e39f-4d0a-8e28-65fdf476cb55,32264,TRX032265,DQ-CN01,2025-10-18,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
18462c4d-9ecb-43d0-ad44-09e761b3dfe7,68203bf2-e39f-4d0a-8e28-65fdf476cb55,33303,TRX033304,DQ-CN01,2025-10-18,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
2895a8e5-b99b-4752-b9e4-2cdb102eab9e,d380fca3-c882-41cc-8aa6-2c8283bbdc4a,3126,TRX003127,DQ-CN01,2025-10-19,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
03e7db1e-5a09-451f-a74a-7d8bc2691b6a,d380fca3-c882-41cc-8aa6-2c8283bbdc4a,14023,TRX014024,DQ-CN01,2025-10-19,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
53181df8-792d-4e36-8fab-6d3c08521d33,e46d4a4e-4d7a-404a-b756-1955532b528c,70232,TRX070233,DQ-CN01,2025-10-20,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
c33bb100-c3ca-425a-838c-4c49972573d6,e46d4a4e-4d7a-404a-b756-1955532b528c,90657,TRX090658,DQ-CN01,2025-10-20,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
43ccab74-0f8a-4312-b634-6502b52b01c8,76a05949-fd0e-4a07-bb73-4fbe1c61f423,20472,TRX020473,DQ-CN01,2025-10-21,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
e12270d5-62b4-41eb-846a-5bff3ddb86a6,76a05949-fd0e-4a07-bb73-4fbe1c61f423,54378,TRX054379,DQ-CN01,2025-10-21,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
568d90d5-cd74-4823-9442-eb0c42f8942f,76a05949-fd0e-4a07-bb73-4fbe1c61f423,67107,TRX067108,DQ-CN01,2025-10-21,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
2164de9b-6e7e-41c0-b8c6-52d1bee21d79,76a05949-fd0e-4a07-bb73-4fbe1c61f423,97378,TRX097379,DQ-CN01,2025-10-21,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0acdfc4b-d4d6-4c87-b115-ed37cd9c3bda,a8fb1611-868b-4979-8a97-040f66c0f463,19855,TRX019856,DQ-CN01,2025-10-22,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
7c6adde4-8fa2-42cd-a578-0f8282b580be,a8fb1611-868b-4979-8a97-040f66c0f463,23107,TRX023108,DQ-CN01,2025-10-22,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
04a394ab-b9df-41f8-b2f1-e1f5b76845cb,a8fb1611-868b-4979-8a97-040f66c0f463,28941,TRX028942,DQ-CN01,2025-10-22,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
3f34f9a2-ce1e-4fde-b835-2db8a103adbc,a8fb1611-868b-4979-8a97-040f66c0f463,35678,TRX035679,DQ-CN01,2025-10-22,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
bfe65393-09ac-4eba-ac02-470be96a8a8e,a8fb1611-868b-4979-8a97-040f66c0f463,40520,TRX040521,DQ-CN01,2025-10-22,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
e0b04e68-e39a-4fb1-8c52-f0b565b1f132,8ab156a0-811d-4dac-8f88-aca55b2a94ce,85596,TRX085597,DQ-CN01,2025-10-23,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
ead47703-e3d7-471a-a2ac-d9361a9657e8,b5d88643-0d66-444a-b490-22d9b1aeab22,16501,TRX016502,DQ-CN01,2025-10-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
2bc0e15e-c7ce-46e2-b971-90ade30dfa9c,b5d88643-0d66-444a-b490-22d9b1aeab22,18399,TRX018400,DQ-CN01,2025-10-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0d27f838-9243-4b5d-b98a-fa5e73066625,b5d88643-0d66-444a-b490-22d9b1aeab22,52910,TRX052911,DQ-CN01,2025-10-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
8c98948c-f9fc-491b-a72a-4c48f4002a6d,b5d88643-0d66-444a-b490-22d9b1aeab22,58099,TRX058100,DQ-CN01,2025-10-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
f5a940ba-7614-476c-a6b6-bc6cec2a9de8,b5d88643-0d66-444a-b490-22d9b1aeab22,91389,TRX091390,DQ-CN01,2025-10-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9509ae21-6dc8-4e7e-b46e-99c6614d7282,c833c9da-d9ae-4c99-aa31-d12b89a0ac44,98195,TRX098196,DQ-CN01,2025-10-25,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
3ac315bc-f0a5-4c1c-8650-80fc1b709571,6e4272d1-d9b0-441b-bfaf-91136d3290b9,29251,TRX029252,DQ-CN01,2025-10-26,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
eed8f3e0-f11d-4922-a002-aaaa34c14468,6e4272d1-d9b0-441b-bfaf-91136d3290b9,47989,TRX047990,DQ-CN01,2025-10-26,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9f1416b9-d0d1-4ef7-8866-efccd4f14a45,6e4272d1-d9b0-441b-bfaf-91136d3290b9,62621,TRX062622,DQ-CN01,2025-10-26,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
63543190-db78-4ca9-bf28-796fd994a4a4,6e4272d1-d9b0-441b-bfaf-91136d3290b9,63700,TRX063701,DQ-CN01,2025-10-26,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
7cc13d02-b1f3-4fa7-a9e3-041a27f786c1,6e4272d1-d9b0-441b-bfaf-91136d3290b9,65228,TRX065229,DQ-CN01,2025-10-26,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
f29b4d9d-4c8a-4e8d-9d4f-90f0571cb199,882aae87-0bb4-469d-a37e-bf74e81910f1,27693,TRX027694,DQ-CN01,2025-10-28,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
f18f38c0-d85e-40bf-a502-61d982d4f9af,882aae87-0bb4-469d-a37e-bf74e81910f1,40797,TRX040798,DQ-CN01,2025-10-28,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
644f2b4d-37ae-433d-b3ce-cb18cb55818c,882aae87-0bb4-469d-a37e-bf74e81910f1,73507,TRX073508,DQ-CN01,2025-10-28,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
248d6d0f-960d-4f79-a119-1c3e7d10222e,94200411-3f70-4654-8a71-21a05fb66f5e,4062,TRX004063,DQ-CN01,2025-10-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d03e419b-2e26-4488-a542-1e0f32ac8137,94200411-3f70-4654-8a71-21a05fb66f5e,10147,TRX010148,DQ-CN01,2025-10-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
2d967b18-5b2b-45b6-93c2-e1f9d13107f8,94200411-3f70-4654-8a71-21a05fb66f5e,32872,TRX032873,DQ-CN01,2025-10-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
fcda0ab2-7d5e-407f-b321-41da70dbc8db,94200411-3f70-4654-8a71-21a05fb66f5e,56204,TRX056205,DQ-CN01,2025-10-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
a721e189-0dbd-481f-9cbd-9ccec8a8c948,94200411-3f70-4654-8a71-21a05fb66f5e,62121,TRX062122,DQ-CN01,2025-10-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6a430bb5-0b02-4500-b4fa-95d6e4315619,94200411-3f70-4654-8a71-21a05fb66f5e,62853,TRX062854,DQ-CN01,2025-10-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
23735a3d-b48b-43c9-ab8d-415843fc229e,d3f64db7-656a-45cc-9bac-07bebea33ce5,40737,TRX040738,DQ-CN01,2025-10-30,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
63487cd1-b08a-4c0a-98ca-1200cca560bc,d3f64db7-656a-45cc-9bac-07bebea33ce5,83990,TRX083991,DQ-CN01,2025-10-30,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
fe1c6ac1-2354-417b-aaf1-e86d67643381,be26cc34-2c21-4cf7-9df4-4ce35a99db7c,13052,TRX013053,DQ-CN01,2025-10-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
fead770d-827f-4c1f-8189-e219a693382b,be26cc34-2c21-4cf7-9df4-4ce35a99db7c,28418,TRX028419,DQ-CN01,2025-10-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0bd6e21f-71e5-450f-bd2a-81051d37dec3,be26cc34-2c21-4cf7-9df4-4ce35a99db7c,59685,TRX059686,DQ-CN01,2025-10-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
37598b6c-930f-4b79-865c-017b1db3e47f,be26cc34-2c21-4cf7-9df4-4ce35a99db7c,89426,TRX089427,DQ-CN01,2025-10-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
4966b563-3b5a-4790-be20-e048ff5558e2,be26cc34-2c21-4cf7-9df4-4ce35a99db7c,97555,TRX097556,DQ-CN01,2025-10-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
125d3159-727a-440b-b311-3d7ec3c017e6,2c64c03b-459a-4ab5-a099-64a891ab9aa4,13132,TRX013133,DQ-CN01,2025-11-01,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
a9169a84-680f-4c9d-b179-d8bcdaada427,2c64c03b-459a-4ab5-a099-64a891ab9aa4,13833,TRX013834,DQ-CN01,2025-11-01,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
47f13031-72c7-4a71-9ccd-55c470f147e0,2c64c03b-459a-4ab5-a099-64a891ab9aa4,23010,TRX023011,DQ-CN01,2025-11-01,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
c860b11d-8850-4005-bd5d-26b0468f7503,b6881b26-468b-473a-8221-9e2fc60998ba,9254,TRX009255,DQ-CN01,2025-11-02,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
47808b76-5c56-4be8-945a-0891282dcbc5,b6881b26-468b-473a-8221-9e2fc60998ba,71343,TRX071344,DQ-CN01,2025-11-02,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
f77e2134-9177-4bbe-bd6b-4b4e6b605b99,b6881b26-468b-473a-8221-9e2fc60998ba,89718,TRX089719,DQ-CN01,2025-11-02,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
23ca4a40-8078-463a-a1fd-82aea9876b19,a1b90f8f-e8d4-44b9-bb10-3664b42f1a86,6221,TRX006222,DQ-CN01,2025-11-03,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
ec0a1434-37c7-4de1-90c6-0c5a9daceccb,a1b90f8f-e8d4-44b9-bb10-3664b42f1a86,48478,TRX048479,DQ-CN01,2025-11-03,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6aa46411-0097-458e-a001-aa93e6afc15d,a1b90f8f-e8d4-44b9-bb10-3664b42f1a86,84314,TRX084315,DQ-CN01,2025-11-03,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
2d740816-63cb-47c9-89eb-eac2b8f7dfcc,a1b90f8f-e8d4-44b9-bb10-3664b42f1a86,93561,TRX093562,DQ-CN01,2025-11-03,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
99d50e09-9bee-4be0-805a-68917ad5a8d7,0aca9d83-9827-4fb1-b984-7b1618ae64db,19742,TRX019743,DQ-CN01,2025-11-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
7148849b-db5c-455c-9de9-2083e254dc59,0aca9d83-9827-4fb1-b984-7b1618ae64db,26022,TRX026023,DQ-CN01,2025-11-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
5a8588b2-1f53-4e6c-a2ed-38d3cf5a3ce3,0aca9d83-9827-4fb1-b984-7b1618ae64db,26310,TRX026311,DQ-CN01,2025-11-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6e8c835f-8c5d-409c-aed7-5745b99aa435,0aca9d83-9827-4fb1-b984-7b1618ae64db,79552,TRX079553,DQ-CN01,2025-11-04,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
f0f0c73a-28ef-42b2-8ef2-d39e0d0c906a,5a54c34a-0a0a-46bc-b913-548dc4f99424,5355,TRX005356,DQ-CN01,2025-11-05,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
23c24e27-ea70-4cf6-9502-b903f1ece543,5a54c34a-0a0a-46bc-b913-548dc4f99424,10282,TRX010283,DQ-CN01,2025-11-05,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
43b1f847-30a2-43c1-a712-84d25aa348ea,5a54c34a-0a0a-46bc-b913-548dc4f99424,37097,TRX037098,DQ-CN01,2025-11-05,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
b7904e8d-f89a-42bf-8d3c-039b8fd2e1ed,5a54c34a-0a0a-46bc-b913-548dc4f99424,91553,TRX091554,DQ-CN01,2025-11-05,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
f580eca9-3328-4362-8be8-447f0a04458c,d89f46c7-aab7-40b2-97f8-55ffe880fc12,9461,TRX009462,DQ-CN01,2025-11-06,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
5cc71df8-780e-4ed8-824b-489cd800dc12,d89f46c7-aab7-40b2-97f8-55ffe880fc12,32039,TRX032040,DQ-CN01,2025-11-06,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
8a5814d2-4833-48a0-a560-a8c594f92fe8,d89f46c7-aab7-40b2-97f8-55ffe880fc12,43846,TRX043847,DQ-CN01,2025-11-06,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
70182987-5259-4235-9bdb-19b4b10eb360,d89f46c7-aab7-40b2-97f8-55ffe880fc12,48085,TRX048086,DQ-CN01,2025-11-06,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
cb26bc4e-f36e-4393-8784-5f622da749f8,875d9403-8852-4c90-ad64-37433d516258,39895,TRX039896,DQ-CN01,2025-11-07,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d96f50b0-9f3a-4ad4-8ee1-cd7983d09077,875d9403-8852-4c90-ad64-37433d516258,54303,TRX054304,DQ-CN01,2025-11-07,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6a4bbb3f-0a29-4a23-b0d0-0a489aeeff1c,0ad92524-5da0-4712-b0d3-4296764d2225,45059,TRX045060,DQ-CN01,2025-11-08,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
01a37daf-263a-44c2-93ae-feb665e441fc,0ad92524-5da0-4712-b0d3-4296764d2225,48276,TRX048277,DQ-CN01,2025-11-08,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d7b942db-d756-423b-8dea-bbe2a63a6fa5,f46131a5-9372-4807-9bc7-d5631c1ccf19,76894,TRX076895,DQ-CN01,2025-11-09,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0ba090cd-b444-40c3-a63d-ac264d45cc3c,c69bf0bf-be2e-4019-81ab-04c5edbc35c6,54191,TRX054192,DQ-CN01,2025-11-10,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
76b559ec-53b3-498d-8ddd-999db6060cb5,a66f96bd-19fd-4716-b6e4-2429d3c3b6a8,23062,TRX023063,DQ-CN01,2025-11-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
ed90e73e-f3b5-4d93-86e0-d7e1331f768b,a66f96bd-19fd-4716-b6e4-2429d3c3b6a8,48680,TRX048681,DQ-CN01,2025-11-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
fddaeb1a-ef7c-43b8-a122-cefe4d9e0ba9,a66f96bd-19fd-4716-b6e4-2429d3c3b6a8,66649,TRX066650,DQ-CN01,2025-11-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
e7b7e639-35b2-49e4-a946-261194b88c44,a66f96bd-19fd-4716-b6e4-2429d3c3b6a8,78545,TRX078546,DQ-CN01,2025-11-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
c4c2523d-d5e9-49c2-bab5-678fb677397a,a66f96bd-19fd-4716-b6e4-2429d3c3b6a8,82468,TRX082469,DQ-CN01,2025-11-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9cad9e6a-66ac-42a3-95ff-ad83160f142b,a66f96bd-19fd-4716-b6e4-2429d3c3b6a8,89815,TRX089816,DQ-CN01,2025-11-11,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
