transaction_id,transaction_date,customer_id,product_id,store_id,region_id,quantity,unit_price,discount_pct,sales_amount,payment_method,order_status
TRX023900,2025-10-03,CUS03639,PRD00423,STR026,REG002,6,204485.84,9.85,1106063.91,Debit Card,Completed
TRX023901,2025-11-30,CUS01986,PRD00226,STR019,REG003,11,198399.61,23.66,1666040.89,Cash,Completed
TRX023902,2025-07-14,CUS02041,PRD00049,STR024,REG008,17,4200541.39,21.8,55841997.24,Bank Transfer,Cancelled
TRX023903,2025-10-14,CUS00473,PRD00038,STR012,REG004,11,1632279.01,0.43,17877862.31,Cash,Completed
TRX023904,2025-08-21,CUS01054,PRD00060,STR019,REG003,6,10562794.72,3.62,61082529.31,Debit Card,Cancelled
TRX023905,2025-04-23,CUS12546,PRD00227,STR030,REG006,7,68744.41,13.67,415429.34,Debit Card,Processing
TRX023906,2025-05-05,CUS05444,PRD00014,STR029,REG005,19,2263756.12,24.38,32525195.18,Bank Transfer,Processing
TRX023907,2025-01-19,CUS08273,PRD00171,STR011,REG003,18,215661.33,8.29,3560094.1,Bank Transfer,Pending
TRX023908,2025-01-29,CUS07043,PRD00131,STR029,REG005,19,1371017.92,13.78,22459741.36,Bank Transfer,Completed
TRX023909,2025-12-04,CUS12734,PRD00061,STR005,REG005,4,2854289.44,2.18,11168263.72,Debit Card,Cancelled
TRX023910,2025-02-26,CUS05209,PRD00413,STR003,REG003,13,2360239.89,4.71,29237943.69,Credit Card,Completed
TRX023911,2025-10-26,CUS04288,PRD00455,STR010,REG002,18,349054.24,-10.0,5473100.67,E-Wallet,Completed
TRX023912,2025-05-22,CUS09309,PRD00031,STR019,REG003,12,3428008.46,3.41,39733360.46,Cash,Completed
TRX023913,2025-08-12,CUS13741,PRD00161,STR022,REG006,15,749855.9,15.68,9484177.42,Cash,Cancelled
TRX023914,2025-09-08,CUS08999,PRD00097,STR011,REG003,9,1288296.68,29.87,8131342.16,Cash,Processing
TRX023915,2025-05-22,CUS12006,PRD00344,STR014,REG006,16,2801484.6,6.27,42013304.25,Bank Transfer,Cancelled
TRX023916,2025-02-19,CUS10300,PRD00394,STR006,REG006,16,1341986.36,20.79,17007798.33,Debit Card,Cancelled
TRX023917,2025-01-18,CUS11389,PRD00458,STR023,REG007,19,740759.43,8.04,12942845.06,Cash,Cancelled
TRX023918,2025-11-10,CUS02765,PRD00271,STR020,REG004,5,3145248.87,18.67,12790154.53,Bank Transfer,Pending
TRX023919,2026-03-01,CUS03787,PRD00305,STR018,REG002,9,2489225.94,8.74,20445008.34,Cash,Completed
TRX023920,2025-01-18,CUS13037,PRD00128,STR006,REG006,11,2189383.26,0.62,23933899.92,Cash,Completed
TRX023921,2025-01-28,CUS01539,PRD00044,STR028,REG004,7,8326051.48,28.67,41572807.64,Credit Card,Completed
TRX023922,2025-01-26,CUS10681,PRD00075,STR023,REG007,19,4749441.02,12.33,79112863.9,Cash,Cancelled
TRX023923,2025-11-16,CUS02174,PRD00407,STR027,REG003,2,2055711.14,10.99,3659576.97,Bank Transfer,Completed
TRX023924,2025-10-28,CUS07442,PRD00496,STR022,REG006,17,373528.65,23.53,4855835.1,E-Wallet,Pending
TRX023925,2025-02-08,CUS05211,PRD00466,STR011,REG003,15,420383.0,2.0,6179630.1,Bank Transfer,Completed
TRX023926,2025-04-29,CUS13119,PRD00250,STR004,REG004,2,206438.41,17.2,341862.01,Bank Transfer,Cancelled
TRX023927,2025-11-18,CUS11521,PRD00339,STR029,REG005,15,2504263.58,12.09,33022471.7,E-Wallet,Completed
TRX023928,2025-08-31,CUS02888,PRD00417,STR025,REG001,17,2581815.11,28.65,31316126.38,Bank Transfer,Cancelled
TRX023929,2025-12-16,CUS10808,PRD00494,STR029,REG005,9,82976.12,26.68,547542.82,Credit Card,Completed
TRX023930,2025-10-08,CUS02177,PRD00235,STR025,REG001,9,208173.53,10.91,1669156.18,Debit Card,Pending
TRX023931,2025-03-10,CUS10423,PRD00338,STR025,REG001,4,1293561.13,6.09,4859133.03,Credit Card,Cancelled
TRX023932,2025-11-24,CUS13951,PRD00225,STR014,REG006,2,68450.78,25.71,101704.17,Bank Transfer,Processing
TRX023933,2025-11-02,CUS11260,PRD00332,STR002,REG002,16,292613.84,15.68,3947711.84,Credit Card,Pending
TRX023934,2025-06-17,CUS12133,PRD00363,STR028,REG004,13,2094986.83,14.27,23348418.72,Cash,Completed
TRX023935,2025-03-27,CUS04705,PRD00196,STR006,REG006,17,173603.78,20.82,2336811.04,Debit Card,Pending
TRX023936,2025-04-13,CUS05359,PRD00033,STR021,REG005,11,4370069.95,15.1,40812083.26,Cash,Processing
TRX023937,2025-07-09,CUS08326,PRD00096,STR001,REG001,15,950200.52,17.22,11798639.86,Cash,Pending
TRX023938,2025-12-16,CUS04226,PRD00066,STR011,REG003,14,7988765.14,24.97,83915586.78,Debit Card,Processing
TRX023939,2025-11-07,CUS08665,PRD00048,STR014,REG006,13,9113176.93,17.91,97253090.24,Credit Card,Completed
TRX023940,2025-06-28,CUS12860,PRD00429,STR030,REG006,19,344450.67,2.17,6402545.72,Debit Card,Pending
TRX023941,2025-10-27,CUS03028,PRD00362,STR011,REG003,18,1958777.06,6.3,33036733.89,Debit Card,Pending
TRX023942,2025-12-17,CUS10057,PRD00377,STR005,REG005,20,1827833.14,23.28,28046271.7,Bank Transfer,Processing
TRX023943,2025-09-05,CUS11056,PRD00269,STR029,REG005,1,4322696.89,28.89,3073869.76,Cash,Completed
TRX023944,2025-02-21,CUS07304,PRD00195,STR023,REG007,10,16582.27,5.36,156934.6,Credit Card,Processing
TRX023945,2025-03-16,CUS05432,PRD00221,STR030,REG006,20,11293.01,13.5,195369.07,Bank Transfer,Completed
TRX023946,2025-01-04,CUS07696,PRD00133,STR012,REG004,2,1640914.71,12.94,2857160.69,Debit Card,Cancelled
TRX023947,2025-01-05,CUS09329,PRD00300,STR019,REG003,4,3531042.93,9.07,12843109.34,E-Wallet,Pending
TRX023948,2025-11-06,CUS04106,PRD00014,STR026,REG002,15,2263756.12,29.3,24007133.65,Debit Card,Pending
TRX023949,2025-06-03,CUS05643,PRD00406,STR005,REG005,20,2557197.66,25.53,38086901.95,Bank Transfer,Cancelled
TRX023950,2025-08-19,CUS12806,PRD00361,STR022,REG006,10,1134351.78,19.66,9113382.2,Credit Card,Cancelled
TRX023951,2025-04-17,CUS07197,PRD00359,STR005,REG005,14,126775.8,4.68,1691797.7,E-Wallet,Pending
TRX023952,2025-04-22,CUS09537,PRD00229,STR006,REG006,10,137930.64,1.9,1353099.58,E-Wallet,Cancelled
TRX023953,2025-01-13,CUS09517,PRD00423,STR009,REG001,3,204485.84,24.04,465982.33,Cash,Processing
TRX023954,2025-07-08,CUS03419,PRD00100,STR022,REG006,5,435046.53,12.31,1907461.51,Bank Transfer,Completed
TRX023955,2025-06-08,CUS08094,PRD00208,STR004,REG004,15,271962.37,18.08,3341873.6,E-Wallet,Pending
TRX023956,2025-01-02,CUS06348,PRD00332,STR021,REG005,13,292613.84,1.88,3732465.1,Bank Transfer,Cancelled
TRX023957,2025-09-27,CUS14443,PRD00009,STR009,REG001,14,5833440.5,9.18,74171029.27,Debit Card,Processing
TRX023958,2025-11-24,CUS14374,PRD00403,STR026,REG002,19,1583424.42,3.47,29041112.26,E-Wallet,Completed
TRX023959,2025-06-19,CUS10014,PRD00004,STR012,REG004,14,6844516.75,13.54,82848768.55,Debit Card,Completed
TRX023960,2025-11-27,CUS02373,PRD00326,STR001,REG001,16,1853418.77,2.54,28901470.93,Bank Transfer,Pending
TRX023961,2025-11-09,CUS12850,PRD00456,STR003,REG003,18,511309.18,19.04,7451206.42,E-Wallet,Cancelled
TRX023962,2025-06-05,CUS03126,PRD00015,STR026,REG002,19,3686247.96,22.18,54504125.09,Debit Card,Cancelled
TRX023963,2025-10-22,CUS10528,,STR019,REG003,19,9112.28,14.04,148825.4,Cash,Completed
TRX023964,2025-07-15,CUS09404,PRD00368,STR021,REG005,1,-33721.41,29.14,486932.38,Cash,Processing
TRX023965,2025-11-14,CUS11877,PRD00319,STR016,REG008,15,4403309.38,11.27,58605846.19,Cash,Cancelled
TRX023966,2025-03-30,CUS07684,PRD00461,STR001,REG001,16,364971.39,12.14,5130621.81,Bank Transfer,Completed
TRX023967,2025-03-16,CUS09546,PRD00204,STR011,REG003,9,55290.72,28.71,354750.79,Cash,Completed
TRX023968,2025-11-17,CUS03221,PRD00134,STR011,REG003,14,719646.84,6.22,9448387.29,Credit Card,Cancelled
TRX023969,2025-01-20,CUS03011,PRD00266,STR012,REG004,10,100943.0,1.24,996913.07,Debit Card,Cancelled
TRX023970,2025-06-18,CUS11586,PRD00039,STR006,REG006,9,4842924.85,4.87,41463669.69,E-Wallet,Processing
TRX023971,2025-10-05,CUS08957,PRD00118,STR008,REG008,18,328034.53,28.43,4225937.64,E-Wallet,Pending
TRX023972,2025-11-08,CUS09969,PRD00237,STR016,REG008,5,133575.8,27.45,484546.21,Bank Transfer,Cancelled
TRX023973,2025-04-11,CUS08515,PRD00124,STR023,REG007,1,762266.61,8.99,693738.84,Debit Card,Pending
TRX023974,2025-05-23,CUS06699,PRD00177,STR011,REG003,6,65832.14,0.31,393768.36,E-Wallet,Completed
TRX023975,2025-01-01,CUS00428,PRD00170,STR004,REG004,17,222051.85,17.38,3118807.05,E-Wallet,Completed
TRX023976,2025-03-22,CUS11654,PRD00168,STR026,REG002,4,140222.14,17.05,465257.06,Credit Card,Processing
TRX023977,2025-03-12,CUS14195,PRD00041,STR006,REG006,20,4992859.86,21.68,78208156.85,E-Wallet,Cancelled
TRX023978,2025-10-07,CUS01184,PRD00083,STR013,REG005,19,6352871.8,22.21,93896080.49,Credit Card,Cancelled
TRX023979,2025-02-05,CUS09850,PRD00192,STR012,REG005,7,229130.95,2.27,1567507.74,Bank Transfer,Cancelled
TRX023980,2025-11-07,CUS08320,PRD00023,STR007,REG007,2,3011165.1,14.47,5150899.02,Bank Transfer,Cancelled
TRX023981,2025-12-27,CUS05773,PRD00469,STR028,REG004,5,310968.58,26.74,1139077.91,Cash,Processing
TRX023982,2025-12-03,CUS10694,PRD00362,STR013,REG005,5,1958777.06,5.95,9211149.12,E-Wallet,Processing
TRX023983,2025-05-27,CUS08758,PRD00025,STR017,REG001,13,1558537.66,27.7,14648695.47,Bank Transfer,Processing
TRX023984,2025-09-10,CUS03826,PRD00183,STR008,REG008,15,179551.91,16.14,2258583.48,Credit Card,Pending
TRX023985,2025-06-28,CUS10300,PRD00393,STR006,REG006,9,2576825.85,10.13,20842140.52,E-Wallet,Completed
TRX023986,2025-05-05,CUS10363,PRD00017,STR006,REG006,18,2568377.93,18.02,37900012.09,Cash,Pending
TRX023987,2025-12-19,CUS04221,PRD00311,STR010,REG002,8,579336.73,15.38,3921877.93,E-Wallet,Pending
TRX023988,2025-09-14,CUS05942,PRD00484,STR024,REG008,11,440818.09,17.29,4010607.06,Cash,Completed
TRX023989,2025-08-24,CUS04505,PRD00224,STR007,REG007,4,17623.86,0.97,69811.63,Credit Card,Completed
TRX023990,2025-07-04,CUS08135,PRD00290,STR022,REG006,17,2821040.56,26.79,35109824.5,Cash,Processing
TRX023991,2025-02-13,CUS02558,PRD00031,STR030,REG006,4,3428008.46,18.63,11157481.94,Bank Transfer,Cancelled
TRX023992,2025-08-16,CUS07783,PRD00253,STR020,REG004,2,3820129.33,17.68,6289460.93,Credit Card,Pending
TRX023993,2025-08-03,CUS09204,PRD00115,STR019,REG003,17,479756.97,28.82,5805347.19,E-Wallet,Completed
TRX023994,2025-06-18,CUS12961,PRD00461,STR013,REG005,9,364971.39,20.84,2600202.17,Cash,Cancelled
TRX023995,2025-05-04,CUS01972,PRD00438,STR016,REG008,4,545154.12,27.62,1578330.21,Bank Transfer,Completed
TRX023996,2025-02-02,CUS01163,PRD00255,STR013,REG005,3,982592.32,28.29,2113850.86,Debit Card,Pending
TRX023997,2025-05-24,CUS10134,PRD00170,STR029,REG005,1,222051.85,19.05,179750.97,Cash,Completed
TRX033772,2025-05-09,CUS10445,PRD00412,STR005,REG005,15,489169.21,17.99,6017515.04,Debit Card,Cancelled
TRX023999,2025-12-31,CUS10456,PRD00122,STR015,REG007,4,98777.34,22.78,305103.45,E-Wallet,Cancelled
TRX024000,2025-08-01,CUS02935,PRD00167,STR012,REG004,17,1475995.97,18.77,20382175.95,Credit Card,Pending
TRX024001,2025-10-28,CUS11377,PRD00071,STR002,REG002,11,2808436.7,150.0,22829781.93,E-Wallet,Cancelled
TRX024002,2025-07-29,CUS14495,PRD00471,STR003,REG003,15,357170.13,1.42,5281474.71,Debit Card,Cancelled
TRX024003,2025-05-07,CUS01681,PRD00035,STR013,REG005,15,3190987.65,21.4,37621744.39,E-Wallet,Pending
TRX024004,2025-06-20,CUS02808,PRD00231,STR003,REG003,4,249717.02,29.03,708896.68,Debit Card,Cancelled
TRX024005,2025-05-08,CUS12043,PRD00300,STR018,REG002,6,3531042.93,15.71,17857896.51,Bank Transfer,Processing
TRX024006,2025-09-09,CUS06914,PRD00237,STR021,REG005,10,133575.8,27.09,973901.16,Bank Transfer,Pending
TRX024007,2025-11-24,CUS00569,PRD00164,STR029,REG005,8,1524939.96,22.81,9416809.24,Cash,Completed
TRX024008,2025-09-03,CUS07585,PRD00025,STR024,REG008,17,1558537.66,9.82,23893317.45,Credit Card,Cancelled
TRX024009,2025-02-23,CUS11341,PRD00391,STR026,REG002,7,1556093.12,3.67,10492891.52,E-Wallet,Pending
TRX024010,2025-03-03,CUS03003,PRD00432,STR028,REG004,6,657617.56,21.63,3092249.29,E-Wallet,Processing
TRX024011,2025-06-23,CUS02092,PRD00317,STR028,REG004,14,1198541.61,110.0,16420499.47,Cash,Cancelled
TRX024012,2025-04-27,CUS12359,PRD00359,STR024,REG008,7,126775.8,25.22,663620.6,Debit Card,Processing
TRX024013,2025-07-09,CUS06613,PRD00412,STR015,REG007,10,489169.21,17.17,4051788.57,Bank Transfer,Completed
TRX024014,2025-05-12,CUS04887,PRD00203,STR007,REG007,13,265409.14,4.37,3299539.89,Debit Card,Pending
TRX024015,2025-05-20,CUS14146,PRD00150,STR029,REG005,4,1972448.63,24.86,5928391.6,Cash,Processing
TRX024016,2025-12-25,CUS00076,PRD00244,STR014,REG006,15,28259.47,6.45,396551.01,Bank Transfer,Completed
TRX024017,2025-09-27,CUS07561,PRD00037,STR025,REG001,3,6802974.26,7.34,18910907.85,E-Wallet,Processing
TRX024018,2025-05-05,CUS02343,PRD00024,STR005,REG005,8,2734025.17,18.62,17799597.47,Debit Card,Cancelled
TRX024019,2025-06-03,CUS14332,PRD00001,STR010,REG002,6,5645402.73,20.0,27097933.1,Cash,Pending
TRX024020,2025-10-23,CUS06823,PRD00496,STR024,REG008,9,373528.65,12.86,2929435.79,Credit Card,Cancelled
TRX024021,2025-03-26,CUS00908,PRD00111,STR025,REG001,2,658843.86,25.01,988134.02,Debit Card,Cancelled
TRX024022,2025-01-16,CUS12349,PRD00289,STR021,REG005,19,1570320.87,14.26,25581469.16,Debit Card,Processing
TRX024023,2025-02-09,CUS08273,PRD00340,STR028,REG004,10,3002927.95,4.55,28662947.28,Debit Card,Processing
TRX024024,2025-08-26,CUS08321,PRD00204,STR023,REG007,12,55290.72,9.37,601319.75,E-Wallet,Cancelled
TRX024025,2025-12-31,CUS03542,PRD00014,STR020,REG004,19,2263756.12,3.92,41325320.72,E-Wallet,Processing
TRX024026,2025-11-21,CUS05971,PRD00389,STR026,REG002,6,421839.06,14.52,2163528.17,Credit Card,Processing
TRX024027,2025-11-26,CUS05269,PRD00251,STR016,REG008,5,9557.02,2.34,46666.93,Cash,Completed
TRX024028,2025-03-23,CUS00440,PRD00171,STR009,REG001,12,215661.33,27.85,1867195.8,Debit Card,Processing
TRX024029,2025-02-05,CUS04366,PRD00389,STR029,REG005,2,421839.06,25.72,626684.11,Debit Card,Completed
TRX024030,2025-08-27,CUS09430,PRD00391,STR001,REG001,8,1556093.12,10.48,11144116.49,Bank Transfer,Processing
TRX024031,2025-03-04,CUS14484,PRD00168,STR008,REG008,2,140222.14,1.91,275087.79,Cash,Completed
TRX024032,2025-03-05,CUS06561,PRD00439,STR002,REG002,3,57759.01,27.29,125989.73,Credit Card,Pending
TRX024033,2025-09-02,CUS04011,PRD00244,STR025,REG001,17,28259.47,28.08,345511.58,Credit Card,Cancelled
TRX024034,2025-11-01,CUS02283,PRD00013,STR009,REG001,1,5615652.21,16.21,4705354.99,Debit Card,Cancelled
TRX024035,2025-11-16,CUS07776,PRD00120,STR004,REG004,20,2065680.73,15.32,34984368.84,Cash,Cancelled
TRX024036,2025-03-13,CUS12886,PRD00398,STR001,REG001,4,1011776.55,15.11,3435588.45,E-Wallet,Processing
TRX024037,2025-05-02,CUS04348,PRD00357,STR002,REG002,17,955477.94,21.38,12770344.86,E-Wallet,Completed
TRX024038,2025-02-24,CUS14069,PRD00381,STR009,REG001,5,2324542.3,18.7,9449264.45,Debit Card,Completed
TRX024039,2025-06-10,CUS02697,PRD00377,STR020,REG004,18,1827833.14,9.78,29683279.06,Cash,Pending
TRX024040,2025-11-03,CUS00957,PRD00454,STR007,REG007,19,277437.51,110.0,5116336.1,Credit Card,Processing
TRX024041,2025-07-03,CUS06617,PRD00011,STR024,REG008,13,2289262.49,10.92,26510575.34,Credit Card,Pending
TRX024042,2025-07-21,CUS12737,PRD00081,STR026,REG002,20,4448717.26,25.58,66214707.7,Credit Card,Completed
TRX024043,2025-11-12,CUS00306,PRD00106,STR008,REG008,9,213502.3,15.69,1620034.1,E-Wallet,Processing
TRX024044,2025-12-07,CUS14432,PRD00037,STR018,REG002,11,6802974.26,2.88,72677534.61,E-Wallet,Cancelled
TRX024045,2025-05-25,CUS03928,PRD00395,STR020,REG004,5,1465383.2,14.21,6285761.24,Credit Card,Processing
TRX024046,2025-04-26,CUS11726,PRD00271,STR030,REG006,2,3145248.87,9.65,5683464.71,Cash,Completed
TRX024047,2025-06-05,CUS10367,PRD00485,STR016,REG008,20,615696.76,17.28,10186087.2,Credit Card,Processing
TRX024048,2025-07-02,CUS07492,PRD00425,STR006,REG006,18,189931.48,22.71,2642364.74,Cash,Completed
TRX024049,2025-01-10,CUS09605,PRD00205,STR014,REG006,11,200566.13,21.58,5190370.65,E-Wallet,Cancelled
TRX024050,2025-02-08,CUS04867,PRD00064,STR004,REG004,2,389148.24,13.28,674938.71,Cash,Cancelled
TRX024051,2025-07-14,CUS07815,PRD00152,STR009,REG001,10,1441329.65,5.52,13617682.53,Bank Transfer,Pending
TRX024052,2025-12-01,CUS10838,PRD00231,STR019,REG003,12,249717.02,10.73,2675068.61,Debit Card,Processing
TRX024053,2025-12-26,CUS10652,PRD00066,STR020,REG004,15,7988765.14,25.58,89178585.26,Credit Card,Completed
TRX024054,2025-03-05,CUS02283,PRD00050,STR011,REG003,18,8332548.79,27.56,108649770.18,Bank Transfer,Cancelled
TRX024055,2025-04-24,CUS08610,PRD00211,STR016,REG008,19,58814.15,12.14,981808.13,Bank Transfer,Cancelled
TRX024056,2025-03-02,CUS02432,PRD00027,STR004,REG004,16,10681448.52,7.3,158427244.45,Cash,Pending
TRX024057,2025-06-27,CUS04591,PRD00185,STR008,REG008,2,119360.18,14.07,205132.41,E-Wallet,Pending
TRX024058,2025-10-31,CUS11510,PRD00192,STR018,REG002,17,229130.95,10.71,3478047.43,Cash,Cancelled
TRX024059,2025-03-01,CUS12762,PRD00094,STR007,REG007,15,1202607.37,2.7,17552054.57,Cash,Processing
TRX024060,2025-01-21,CUS00033,PRD00301,STR003,REG003,3,4439634.85,8.06,12245400.84,Cash,Processing
TRX024061,2025-12-06,CUS00213,PRD00003,STR025,REG001,4,9452333.0,21.73,29593364.16,Cash,Completed
TRX024062,2025-06-09,CUS90039XXX,PRD00361,STR028,REG004,7,1134351.78,0.58,7894407.78,Cash,Completed
TRX024063,2025-05-20,CUS10987,PRD00392,STR015,REG007,6,2374963.69,11.06,12673756.24,Debit Card,Processing
TRX024064,2025-07-07,CUS00834,PRD00129,STR021,REG005,16,1150737.37,23.23,14134737.26,Credit Card,Completed
TRX024065,2025-05-18,CUS14047,PRD00065,STR015,REG007,5,5610074.38,9.05,25511813.24,E-Wallet,Pending
TRX024066,2025-09-24,CUS03903,PRD00440,STR010,REG002,14,421888.15,28.21,4240229.04,Credit Card,Completed
TRX024067,2025-03-09,CUS12554,PRD00094,STR004,REG004,11,1202607.37,4.54,12628098.95,Bank Transfer,Pending
TRX024068,2025-03-25,CUS05679,PRD00281,STR011,REG003,16,2654769.34,0.13,42421090.24,Credit Card,Cancelled
TRX024069,2025-09-04,CUS01015,PRD00481,STR002,REG002,9,253161.33,13.38,1973595.1,Credit Card,Processing
TRX024070,2025-08-05,CUS02770,PRD00023,STR001,REG001,18,3011165.1,2.57,52808006.82,E-Wallet,Cancelled
TRX024071,2025-11-21,CUS12262,PRD00074,STR022,REG006,18,4482042.46,24.43,60967430.77,Credit Card,Completed
TRX024072,2025-08-23,,PRD00098,STR021,REG005,11,1928781.56,28.85,15095608.88,E-Wallet,Completed
TRX024073,2025-08-19,CUS01764,PRD00325,STR027,REG003,6,2301096.73,11.33,12242294.82,Bank Transfer,Cancelled
TRX024074,2025-03-28,CUS05225,PRD00373,STR004,REG004,13,1774158.37,10.84,20563914.83,Cash,Completed
TRX024075,2025-02-24,CUS07828,PRD00264,STR004,REG004,14,3933477.75,7.25,51076208.58,Cash,Cancelled
TRX024076,2025-08-05,CUS14416,PRD00057,STR014,REG006,3,7228865.46,7.25,20114318.14,Debit Card,Pending
TRX024077,2025-03-22,CUS14721,PRD00220,STR021,REG005,-5,115463.87,7.26,1927461.47,E-Wallet,Completed
TRX024078,2025-03-15,CUS06535,PRD00149,STR029,REG005,-5,483730.61,24.06,6979555.48,E-Wallet,Pending
TRX024079,2025-03-07,CUS00108,PRD00031,STR002,REG002,7,3428008.46,9.51,21714033.99,Credit Card,Processing
TRX024080,2025-08-16,CUS13733,PRD00258,STR018,REG002,15,2262622.66,29.52,23920446.76,Cash,Cancelled
TRX024081,2025-11-15,CUS02164,PRD00365,STR020,REG004,7,2841737.54,11.89,17526984.63,Cash,Cancelled
TRX024082,2025-08-18,CUS05589,PRD00051,STR011,REG003,2,6119200.62,2.12,11978947.13,Credit Card,Pending
TRX024083,2025-03-26,CUS09528,PRD00150,STR017,REG001,4,1972448.63,18.75,6410458.05,Debit Card,Processing
TRX024084,2025-02-24,CUS08760,PRD00145,STR012,REG004,1,410240.56,13.43,355145.25,Debit Card,Cancelled
TRX024085,2025-11-22,CUS03140,PRD00098,STR016,REG008,7,1928781.56,11.89,11896146.03,E-Wallet,Pending
TRX024086,2025-03-28,CUS04694,PRD00298,STR020,REG004,13,2502561.89,25.84,24126698.67,Cash,Pending
TRX024087,2025-12-04,CUS09726,PRD00017,STR011,REG003,8,2568377.93,20.66,16302008.4,Debit Card,Completed
TRX024088,2025-02-06,,PRD00381,STR019,REG003,13,2324542.3,27.76,21830241.65,Debit Card,Completed
TRX030087,2025-07-19,CUS00318,PRD00352,STR030,REG006,19,2805765.34,0.66,52957698.49,Cash,Completed
TRX024090,2025-03-04,CUS13044,PRD00494,STR019,REG003,17,82976.12,25.08,1056817.05,E-Wallet,Completed
TRX024091,2025-05-14,CUS09586,PRD00330,STR010,REG002,9,1342616.49,0.72,11996546.86,Bank Transfer,Cancelled
TRX024092,2025-02-01,CUS10132,PRD00301,STR030,REG006,4,4439634.85,24.07,13484058.97,E-Wallet,Completed
TRX024093,2025-12-07,CUS04046,PRD00434,STR001,REG001,2,451256.71,18.93,731667.63,Bank Transfer,Processing
TRX024094,2025-06-28,CUS04072,PRD00453,STR020,REG004,13,483659.21,15.45,5316140.21,Credit Card,Cancelled
TRX024095,2025-07-29,CUS05388,PRD00426,STR020,REG004,10,191117.24,15.63,1612456.15,Cash,Pending
TRX024096,2025-08-17,CUS05813,PRD00158,STR022,REG006,17,324571.48,22.67,4266849.13,Credit Card,Processing
TRX024097,2025-01-06,CUS05130,PRD00482,STR005,REG005,19,656787.47,24.56,9414128.88,Cash,Cancelled
TRX024098,2025-01-27,CUS14299,PRD00495,STR030,REG006,7,215306.91,13.85,1298408.32,Credit Card,Completed
TRX024099,2025-11-04,CUS00971,PRD00474,STR016,REG008,2,477239.44,7.81,879934.08,Debit Card,Pending
TRX024100,2025-05-20,CUS10915,PRD00194,STR019,REG003,18,237571.31,17.68,3520236.64,Cash,Completed
TRX024101,2025-12-25,CUS10233,PRD00019,STR013,REG005,18,2536784.88,17.75,37557100.15,Bank Transfer,Processing
TRX024102,2025-04-07,CUS00764,PRD00033,STR028,REG004,11,4370069.95,26.02,35562755.24,E-Wallet,Pending
TRX024103,2025-01-18,CUS00447,PRD00237,STR004,REG004,14,133575.8,14.76,1594040.17,E-Wallet,Pending
TRX024104,2025-02-21,CUS08520,PRD00420,STR012,REG004,3,319069.62,20.59,760119.56,Debit Card,Processing
TRX024105,2025-02-13,CUS04467,PRD00032,STR011,REG003,7,4899098.84,11.83,30236748.13,Bank Transfer,Completed
TRX024106,2025-11-20,CUS03017,PRD00302,STR020,REG004,12,303849.48,18.41,2974929.49,Bank Transfer,Cancelled
TRX024107,2025-02-04,CUS01332,PRD00265,STR003,REG003,5,958743.9,26.97,3500853.35,Debit Card,Processing
TRX024108,2025-03-21,CUS06782,PRD00494,STR029,REG005,13,82976.12,28.36,772773.2,E-Wallet,Pending
TRX024109,2025-03-07,CUS12361,PRD00248,STR026,REG002,3,207264.29,2.81,604320.49,Bank Transfer,Completed
TRX024110,2025-07-24,CUS08318,PRD00173,STR029,REG005,6,237457.66,17.23,1179262.23,Cash,Completed
TRX024111,2025-07-01,CUS01655,PRD00485,STR002,REG002,7,615696.76,13.71,3718993.14,Cash,Pending
TRX024112,2025-04-15,CUS07023,PRD00059,STR018,REG002,16,10640159.35,16.52,142118480.41,Credit Card,Pending
TRX024113,2025-03-19,CUS11162,PRD00262,STR005,REG005,15,3957595.04,10.25,53279123.23,Cash,Processing
TRX024114,2025-07-04,CUS06031,PRD00458,STR007,REG007,8,740759.43,4.8,5641623.82,Credit Card,Cancelled
TRX024115,2025-03-22,CUS04531,PRD00212,STR012,REG004,10,91695.49,28.96,651404.76,Credit Card,Pending
TRX024116,2025-11-02,CUS10773,PRD00462,STR008,REG008,17,221427.44,19.75,3020823.85,E-Wallet,Completed
TRX024117,2025-05-25,CUS03967,PRD00333,STR021,REG005,16,3351321.86,4.42,51251094.94,Credit Card,Processing
TRX024118,2025-03-15,CUS05723,PRD00338,STR026,REG002,9,1293561.13,10.37,10434769.57,Debit Card,Completed
TRX024119,2025-10-31,CUS01872,PRD00212,STR008,REG008,1,91695.49,11.22,81407.26,E-Wallet,Completed
TRX024120,2025-05-10,CUS12780,PRD00026,STR015,REG007,19,10792934.65,29.91,143730590.03,Credit Card,Cancelled
TRX024121,2025-01-19,CUS02838,PRD00154,STR009,REG001,14,536064.84,20.33,5979160.01,Credit Card,Completed
TRX024122,2025-06-19,CUS09916,PRD00210,STR001,REG001,10,45857.65,16.91,381031.21,Bank Transfer,Processing
TRX024123,2025-05-07,CUS06394,PRD00172,STR007,REG007,10,12599.64,15.72,106189.77,E-Wallet,Pending
TRX024124,2025-10-01,CUS06796,PRD00343,STR021,REG005,17,552603.01,20.91,7429913.25,Credit Card,Processing
TRX024125,2025-11-29,CUS07101,PRD00264,STR008,REG008,4,3933477.75,16.57,13126801.95,E-Wallet,Completed
TRX024126,2025-02-10,CUS07067,PRD00442,STR012,REG004,1,697119.99,25.98,516008.22,Debit Card,Cancelled
TRX024127,2025-08-04,CUS08044,PRD00459,STR010,REG002,6,317517.22,12.02,1676109.9,Credit Card,Pending
