product_id,product_name,category,subcategory,brand,unit_cost,list_price
PRD00306,Courts Furniture 0306,Home & Living,Furniture,Courts,839107.98,1166863.56
PRD00307,Olympic Furniture 0307,Home & Living,Furniture,Olympic,2868486.16,3698052.36
PRD00308,IKEA Bedding 0308,Home & Living,Bedding,IKEA,2092628.15,3157148.09
PRD00309,ACE Furniture 0309,Home & Living,Furniture,ACE,1627439.9,1882459.73
PRD00310,Index Kitchenware 0310,Home & Living,Kitchenware,Index,2109099.79,2916463.19
PRD00311,Olympic Decor 0311,Home & Living,Decor,Olympic,413015.42,579336.73
PRD00312,IKEA Decor 0312,Home & Living,Decor,IKEA,1595172.84,2416527.34
PRD00313,IKEA Kitchenware 0313,Home & Living,Kitchenware,IKEA,362390.61,453096.98
PRD00314,Olympic Kitchenware 0314,Home & Living,Kitchenware,Olympic,1591893.06,1906610.32
PRD00315,Courts Furniture 0315,Home & Living,Furniture,Courts,2340835.26,2743224.84
PRD00316,Index Bedding 0316,Home & Living,Bedding,Index,2252730.13,3542868.68
PRD00317,Index Furniture 0317,Home & Living,Furniture,Index,792371.82,1198541.61
PRD00318,Olympic Bedding 0318,Home & Living,Bedding,Olympic,2357381.19,3342059.31
PRD00319,Courts Kitchenware 0319,Home & Living,Kitchenware,Courts,2961601.68,4403309.38
PRD00320,ACE Bedding 0320,Home & Living,Bedding,ACE,1302092.18,2057435.85
PRD00321,Olympic Furniture 0321,Home & Living,Furniture,Olympic,2218064.75,2997492.7
PRD00322,ACE Bedding 0322,Home & Living,Bedding,ACE,2562677.44,3377865.13
PRD00323,IKEA Furniture 0323,Home & Living,Furniture,IKEA,710242.63,1063730.39
PRD00324,ACE Decor 0324,Home & Living,Decor,ACE,967397.49,1450128.84
PRD00325,Courts Furniture 0325,Home & Living,Furniture,Courts,1972481.34,2301096.73
PRD00326,ACE Decor 0326,Home & Living,Decor,ACE,1442012.58,1853418.77
PRD00327,Index Kitchenware 0327,Home & Living,Kitchenware,Index,1485776.96,1871484.66
PRD00328,IKEA Kitchenware 0328,Home & Living,Kitchenware,IKEA,325033.55,417895.64
PRD00329,IKEA Kitchenware 0329,Home & Living,Kitchenware,IKEA,1992105.05,2982579.68
PRD00330,Courts Bedding 0330,Home & Living,Bedding,Courts,904972.02,1342616.49
PRD00331,Olympic Furniture 0331,Home & Living,Furniture,Olympic,2279475.97,3036489.94
PRD00332,ACE Bedding 0332,Home & Living,Bedding,ACE,214683.67,292613.84
PRD00333,Courts Furniture 0333,Home & Living,Furniture,Courts,2747886.08,3351321.86
PRD00334,Index Decor 0334,Home & Living,Decor,Index,1591898.99,2173897.26
PRD00335,Decathlon Outdoor 0335,Sports,Outdoor,Decathlon,456056.18,649332.79
PRD00336,Decathlon Team Sports 0336,Sports,Team Sports,Decathlon,1891400.34,2961176.37
PRD00337,Reebok Swimming 0337,Sports,Swimming,Reebok,772119.15,1179025.94
PRD00338,Speedo Gym Equipment 0338,Sports,Gym Equipment,Speedo,864737.7,1293561.13
PRD00339,Decathlon Swimming 0339,Sports,Swimming,Decathlon,1833819.26,2504263.58
PRD00340,Adidas Outdoor 0340,Sports,Outdoor,Adidas,1954649.45,3002927.95
PRD00341,Reebok Swimming 0341,Sports,Swimming,Reebok,1280934.04,1978146.44
PRD00342,Adidas Swimming 0342,Sports,Swimming,Adidas,1459379.77,2045758.56
PRD00343,Decathlon Team Sports 0343,Sports,Team Sports,Decathlon,358135.46,552603.01
PRD00344,Nike Outdoor 0344,Sports,Outdoor,Nike,1822577.97,2801484.6
PRD00345,Speedo Outdoor 0345,Sports,Outdoor,Speedo,1775795.15,2591417.86
PRD00346,Nike Outdoor 0346,Sports,Outdoor,Nike,1767289.49,2489934.16
PRD00347,Speedo Swimming 0347,Sports,Swimming,Speedo,969813.32,1250283.33
PRD00348,Speedo Outdoor 0348,Sports,Outdoor,Speedo,1478809.39,2102571.19
PRD00349,Decathlon Swimming 0349,Sports,Swimming,Decathlon,1340822.62,1777796.71
PRD00350,Speedo Gym Equipment 0350,Sports,Gym Equipment,Speedo,1673331.39,1936379.08
PRD00351,Reebok Swimming 0351,Sports,Swimming,Reebok,1294311.15,1564563.32
PRD00352,Decathlon Gym Equipment 0352,Sports,Gym Equipment,Decathlon,1825125.44,2805765.34
PRD00353,Decathlon Team Sports 0353,Sports,Team Sports,Decathlon,136527.16,180406.99
PRD00354,Speedo Team Sports 0354,Sports,Team Sports,Speedo,79286.2,96911.52
PRD00355,Reebok Swimming 0355,Sports,Swimming,Reebok,1441589.67,2042588.4
PRD00356,Adidas Team Sports 0356,Sports,Team Sports,Adidas,1138335.1,1806082.47
PRD00357,Speedo Gym Equipment 0357,Sports,Gym Equipment,Speedo,706975.91,955477.94
PRD00358,Nike Swimming 0358,Sports,Swimming,Nike,1260423.77,2007098.81
PRD00359,Reebok Gym Equipment 0359,Sports,Gym Equipment,Reebok,79613.04,126775.8
PRD00360,Reebok Swimming 0360,Sports,Swimming,Reebok,352904.79,488455.52
PRD00361,Speedo Outdoor 0361,Sports,Outdoor,Speedo,752272.55,1134351.78
PRD00362,Speedo Swimming 0362,Sports,Swimming,Speedo,1569281.41,1958777.06
PRD00363,Reebok Swimming 0363,Sports,Swimming,Reebok,1349427.91,2094986.83
PRD00364,Decathlon Gym Equipment 0364,Sports,Gym Equipment,Decathlon,917569.78,1156780.22
PRD00365,Decathlon Swimming 0365,Sports,Swimming,Decathlon,1811523.9,2841737.54
PRD00366,Speedo Gym Equipment 0366,Sports,Gym Equipment,Speedo,644120.74,1025118.16
PRD00367,Nike Gym Equipment 0367,Sports,Gym Equipment,Nike,799511.26,1140822.62
PRD00368,Adidas Team Sports 0368,Sports,Team Sports,Adidas,557093.83,687175.24
PRD00369,Nike Swimming 0369,Sports,Swimming,Nike,173932.14,209466.48
PRD00370,Speedo Outdoor 0370,Sports,Outdoor,Speedo,585770.07,847492.14
PRD00371,Adidas Gym Equipment 0371,Sports,Gym Equipment,Adidas,56630.71,67413.2
PRD00372,Decathlon Outdoor 0372,Sports,Outdoor,Decathlon,838123.35,1097438.71
PRD00373,Reebok Gym Equipment 0373,Sports,Gym Equipment,Reebok,1365577.56,1774158.37
PRD00374,Adidas Gym Equipment 0374,Sports,Gym Equipment,Adidas,699095.35,1038226.5
PRD00375,Decathlon Outdoor 0375,Sports,Outdoor,Decathlon,663737.31,781019.69
PRD00376,Decathlon Team Sports 0376,Sports,Team Sports,Decathlon,1271715.14,1633645.27
PRD00377,Speedo Swimming 0377,Sports,Swimming,Speedo,1523321.23,1827833.14
PRD00378,Decathlon Team Sports 0378,Sports,Team Sports,Decathlon,599704.44,819616.06
PRD00379,Reebok Outdoor 0379,Sports,Outdoor,Reebok,1240149.58,1722691.78
PRD00380,Speedo Gym Equipment 0380,Sports,Gym Equipment,Speedo,571298.42,789762.94
PRD00381,Adidas Swimming 0381,Sports,Swimming,Adidas,1506605.94,2324542.3
PRD00382,Decathlon Outdoor 0382,Sports,Outdoor,Decathlon,516600.23,704591.05
PRD00383,Reebok Gym Equipment 0383,Sports,Gym Equipment,Reebok,1180630.01,1401643.95
PRD00384,Nike Swimming 0384,Sports,Swimming,Nike,1318454.01,1619984.44
PRD00385,Speedo Team Sports 0385,Sports,Team Sports,Speedo,1553837.85,1923185.11
PRD00386,Decathlon Gym Equipment 0386,Sports,Gym Equipment,Decathlon,401479.4,557213.26
PRD00387,Nike Gym Equipment 0387,Sports,Gym Equipment,Nike,1025820.48,1511136.15
PRD00388,Decathlon Outdoor 0388,Sports,Outdoor,Decathlon,378234.37,469994.03
PRD00389,Decathlon Swimming 0389,Sports,Swimming,Decathlon,299049.38,421839.06
PRD00390,Reebok Outdoor 0390,Sports,Outdoor,Reebok,95736.81,140196.98
PRD00391,Nike Outdoor 0391,Sports,Outdoor,Nike,1023610.79,1556093.12
PRD00392,Adidas Outdoor 0392,Sports,Outdoor,Adidas,1754553.55,2374963.69
PRD00393,Decathlon Outdoor 0393,Sports,Outdoor,Decathlon,1915855.65,2576825.85
PRD00394,Speedo Gym Equipment 0394,Sports,Gym Equipment,Speedo,1064899.51,1341986.36
PRD00395,Nike Outdoor 0395,Sports,Outdoor,Nike,1151668.66,1465383.2
PRD00396,Adidas Gym Equipment 0396,Sports,Gym Equipment,Adidas,1418898.52,1846838.31
PRD00397,Nike Gym Equipment 0397,Sports,Gym Equipment,Nike,64525.61,93852.5
PRD00398,Speedo Outdoor 0398,Sports,Outdoor,Speedo,784019.02,1011776.55
PRD00399,Nike Team Sports 0399,Sports,Team Sports,Nike,1495408.96,2080412.95
PRD00400,Reebok Outdoor 0400,Sports,Outdoor,Reebok,1865415.27,2611208.29
PRD00401,Reebok Swimming 0401,Sports,Swimming,Reebok,335863.26,535231.69
PRD00402,Nike Team Sports 0402,Sports,Team Sports,Nike,1099498.68,1294989.55
PRD00403,Reebok Gym Equipment 0403,Sports,Gym Equipment,Reebok,1185286.64,1583424.42
PRD00404,Decathlon Outdoor 0404,Sports,Outdoor,Decathlon,1684156.73,2252054.38
PRD00405,Decathlon Team Sports 0405,Sports,Team Sports,Decathlon,893058.85,1421124.55
PRD00406,Reebok Outdoor 0406,Sports,Outdoor,Reebok,1603258.72,2557197.66
PRD00407,Nike Team Sports 0407,Sports,Team Sports,Nike,1573449.02,2055711.14
PRD00408,Adidas Swimming 0408,Sports,Swimming,Adidas,553322.86,727287.57
PRD00409,Decathlon Team Sports 0409,Sports,Team Sports,Decathlon,607055.23,872581.19
PRD00410,Reebok Team Sports 0410,Sports,Team Sports,Reebok,746393.29,874474.38
PRD00411,Adidas Swimming 0411,Sports,Swimming,Adidas,957666.24,1127939.3
PRD00412,Speedo Outdoor 0412,Sports,Outdoor,Speedo,405444.85,489169.21
PRD00413,Reebok Outdoor 0413,Sports,Outdoor,Reebok,1802122.54,2360239.89
PRD00414,Speedo Swimming 0414,Sports,Swimming,Speedo,474405.49,659281.31
PRD00415,Adidas Gym Equipment 0415,Sports,Gym Equipment,Adidas,701463.55,956515.7
PRD00416,Reebok Outdoor 0416,Sports,Outdoor,Reebok,1231635.9,1421923.65
PRD00417,Nike Gym Equipment 0417,Sports,Gym Equipment,Nike,1711511.51,2581815.11
PRD00418,Wardah Fragrance 0418,Beauty,Fragrance,Wardah,301522.73,472576.57
PRD00419,Wardah Haircare 0419,Beauty,Haircare,Wardah,264645.17,333849.88
PRD00420,Nivea Haircare 0420,Beauty,Haircare,Nivea,214789.38,319069.62
PRD00421,L'Oreal Haircare 0421,Beauty,Haircare,L'Oreal,444833.25,634732.56
PRD00422,Nivea Haircare 0422,Beauty,Haircare,Nivea,246908.86,363104.17
PRD00423,Emina Haircare 0423,Beauty,Haircare,Emina,144115.75,204485.84
PRD00424,Emina Haircare 0424,Beauty,Haircare,Emina,316227.07,370112.16
PRD00425,Pond's Skincare 0425,Beauty,Skincare,Pond's,122520.63,189931.48
PRD00426,L'Oreal Fragrance 0426,Beauty,Fragrance,L'Oreal,151379.99,191117.24
PRD00427,L'Oreal Haircare 0427,Beauty,Haircare,L'Oreal,381961.17,487535.24
PRD00428,Emina Fragrance 0428,Beauty,Fragrance,Emina,368992.19,541127.05
PRD00429,Wardah Skincare 0429,Beauty,Skincare,Wardah,273351.85,344450.67
PRD00430,L'Oreal Makeup 0430,Beauty,Makeup,L'Oreal,499362.2,687322.13
PRD00431,Wardah Makeup 0431,Beauty,Makeup,Wardah,451389.45,620976.47
PRD00432,Emina Makeup 0432,Beauty,Makeup,Emina,474129.46,657617.56
PRD00433,Wardah Makeup 0433,Beauty,Makeup,Wardah,251780.16,318778.86
PRD00434,Pond's Skincare 0434,Beauty,Skincare,Pond's,342926.29,451256.71
PRD00435,Wardah Skincare 0435,Beauty,Skincare,Wardah,64354.62,95714.63
PRD00436,L'Oreal Makeup 0436,Beauty,Makeup,L'Oreal,321932.11,444942.37
PRD00437,Emina Makeup 0437,Beauty,Makeup,Emina,456092.38,593421.8
PRD00438,Wardah Haircare 0438,Beauty,Haircare,Wardah,421391.45,545154.12
PRD00439,Nivea Skincare 0439,Beauty,Skincare,Nivea,43893.16,57759.01
PRD00440,L'Oreal Fragrance 0440,Beauty,Fragrance,L'Oreal,322840.64,421888.15
PRD00441,Wardah Haircare 0441,Beauty,Haircare,Wardah,401447.66,518389.36
PRD00442,Emina Makeup 0442,Beauty,Makeup,Emina,447704.06,697119.99
PRD00443,Emina Skincare 0443,Beauty,Skincare,Emina,117355.18,164438.08
PRD00444,L'Oreal Skincare 0444,Beauty,Skincare,L'Oreal,281949.01,383591.63
PRD00445,Nivea Haircare 0445,Beauty,Haircare,Nivea,202219.21,252672.9
PRD00446,Wardah Fragrance 0446,Beauty,Fragrance,Wardah,100447.67,115605.22
PRD00447,Nivea Haircare 0447,Beauty,Haircare,Nivea,320640.91,439181.85
PRD00448,L'Oreal Haircare 0448,Beauty,Haircare,L'Oreal,155406.29,189751.08
PRD00449,Pond's Makeup 0449,Beauty,Makeup,Pond's,314490.85,420757.31
PRD00450,Wardah Fragrance 0450,Beauty,Fragrance,Wardah,204787.59,323605.35
PRD00451,Wardah Fragrance 0451,Beauty,Fragrance,Wardah,143520.15,224609.03
PRD00452,Pond's Haircare 0452,Beauty,Haircare,Pond's,145110.34,209045.96
PRD00453,Emina Makeup 0453,Beauty,Makeup,Emina,310535.61,483659.21
PRD00454,L'Oreal Makeup 0454,Beauty,Makeup,L'Oreal,174204.14,277437.51
PRD00455,Emina Haircare 0455,Beauty,Haircare,Emina,252443.94,349054.24
PRD00456,Emina Makeup 0456,Beauty,Makeup,Emina,383750.51,511309.18
PRD00457,Emina Fragrance 0457,Beauty,Fragrance,Emina,78169.75,111118.3
PRD00458,Wardah Fragrance 0458,Beauty,Fragrance,Wardah,474511.2,740759.43
PRD00459,Nivea Makeup 0459,Beauty,Makeup,Nivea,203107.03,317517.22
PRD00460,Wardah Fragrance 0460,Beauty,Fragrance,Wardah,336785.19,420779.42
PRD00461,Pond's Fragrance 0461,Beauty,Fragrance,Pond's,277354.96,364971.39
PRD00462,Emina Haircare 0462,Beauty,Haircare,Emina,191612.53,221427.44
PRD00463,Nivea Haircare 0463,Beauty,Haircare,Nivea,241095.45,320825.72
PRD00464,Pond's Skincare 0464,Beauty,Skincare,Pond's,428851.58,676813.56
PRD00465,L'Oreal Haircare 0465,Beauty,Haircare,L'Oreal,219854.75,310786.67
PRD00466,Nivea Fragrance 0466,Beauty,Fragrance,Nivea,310108.44,420383.0
PRD00467,Nivea Fragrance 0467,Beauty,Fragrance,Nivea,209802.97,258477.26
PRD00468,Pond's Haircare 0468,Beauty,Haircare,Pond's,379314.54,590592.74
PRD00469,Emina Haircare 0469,Beauty,Haircare,Emina,202743.89,310968.58
PRD00470,Nivea Fragrance 0470,Beauty,Fragrance,Nivea,241129.46,338569.87
PRD00471,Nivea Makeup 0471,Beauty,Makeup,Nivea,277737.27,357170.13
PRD00472,Emina Skincare 0472,Beauty,Skincare,Emina,167271.34,215780.03
PRD00473,Wardah Haircare 0473,Beauty,Haircare,Wardah,345479.56,482496.75
PRD00474,L'Oreal Haircare 0474,Beauty,Haircare,L'Oreal,390667.52,477239.44
PRD00475,L'Oreal Haircare 0475,Beauty,Haircare,L'Oreal,437427.9,505272.97
PRD00476,Nivea Fragrance 0476,Beauty,Fragrance,Nivea,89976.73,121756.51
PRD00477,Emina Makeup 0477,Beauty,Makeup,Emina,49524.68,58072.64
PRD00478,L'Oreal Haircare 0478,Beauty,Haircare,L'Oreal,432477.03,584276.47
PRD00479,Pond's Haircare 0479,Beauty,Haircare,Pond's,342286.81,501142.12
PRD00480,Pond's Skincare 0480,Beauty,Skincare,Pond's,51794.61,76169.15
PRD00481,L'Oreal Fragrance 0481,Beauty,Fragrance,L'Oreal,165855.17,253161.33
PRD00482,Pond's Fragrance 0482,Beauty,Fragrance,Pond's,472373.04,656787.47
PRD00483,Nivea Fragrance 0483,Beauty,Fragrance,Nivea,23118.11,33292.39
PRD00484,Nivea Skincare 0484,Beauty,Skincare,Nivea,276201.81,440818.09
PRD00485,Wardah Skincare 0485,Beauty,Skincare,Wardah,386404.39,615696.76
PRD00486,Emina Makeup 0486,Beauty,Makeup,Emina,449048.25,713178.43
PRD00487,Emina Fragrance 0487,Beauty,Fragrance,Emina,171812.09,247735.85
PRD00488,Pond's Skincare 0488,Beauty,Skincare,Pond's,77254.51,106487.62
PRD00489,L'Oreal Haircare 0489,Beauty,Haircare,L'Oreal,161806.17,187840.78
PRD00490,Emina Haircare 0490,Beauty,Haircare,Emina,288275.35,340251.4
PRD00491,Pond's Fragrance 0491,Beauty,Fragrance,Pond's,215246.63,301883.4
PRD00492,Wardah Haircare 0492,Beauty,Haircare,Wardah,63049.62,79663.19
PRD00493,Wardah Makeup 0493,Beauty,Makeup,Wardah,449661.11,564369.66
PRD00494,Pond's Haircare 0494,Beauty,Haircare,Pond's,60593.05,82976.12
PRD00495,Pond's Makeup 0495,Beauty,Makeup,Pond's,159972.44,215306.91
PRD00496,Wardah Makeup 0496,Beauty,Makeup,Wardah,315746.96,373528.65
PRD00497,Pond's Haircare 0497,Beauty,Haircare,Pond's,435765.25,584012.59
PRD00498,L'Oreal Haircare 0498,Beauty,Haircare,L'Oreal,452069.25,671503.66
PRD00499,Pond's Fragrance 0499,Beauty,Fragrance,Pond's,355021.57,549892.91
PRD00500,Emina Haircare 0500,Beauty,Haircare,Emina,417040.44,487353.46
